Date,Activity,Symbol,Description,Quantity,Unit Price,Value,Held In,Account Nickname,Account Number
11/01/2024,interest,13068LYU3,"CALIFORNIA ST PUB WKS BRD LSE REV RFDG VARIOUS CAP PJS SER C B/E PTC CPN  5.000% DUE 11/01/27 DTD 10/13/16 FC 05/01/17 110124      15,000 AS OF 2024-11-01 00:00:00",-,-,	$375,cash,Bond Portfolio,56005516
10/31/2024,reinvest interest,9999227,INSURED CASH ACCOUNT,-,-,	-$1.03,cash,Bond Portfolio,56005516
10/31/2024,interest,9999227,"INSURED CASH ACCOUNT 103124        3,344 AS OF 2024-10-31 00:00:00",-,-,	$1.03,cash,Bond Portfolio,56005516
10/21/2024,ica transfer,9999227,INSURED CASH ACCOUNT,-,-,	$375,cash,Bond Portfolio,56005516
10/21/2024,journal,CASH,INCOME DISTRIBUTION TRF TO AC#252740151,-,-,	-$375,cash,Bond Portfolio,56005516
10/10/2024,ica transfer,9999227,INSURED CASH ACCOUNT,-,-,	$424.67,cash,Bond Portfolio,56005516
10/09/2024,fee,CASH,ADVISORY FEE,-,-,	-$424.67,cash,Bond Portfolio,56005516
10/01/2024,interest,79768HCM8,"SAN FRANCISCO CA PUB UTILS COMMN WSTWTR REV RFDG GREEN BDS A B/E PTC CPN  5.000% DUE 10/01/27 DTD 05/24/16 FC 10/01/16 100124      15,000 AS OF 2024-10-01 00:00:00",-,-,	$375,cash,Bond Portfolio,56005516
10/01/2024,ica transfer,9999227,INSURED CASH ACCOUNT,-,-,	-$375,cash,Bond Portfolio,56005516
9/30/2024,reinvest interest,9999227,INSURED CASH ACCOUNT,-,-,	-$1.2,cash,Bond Portfolio,56005516
9/30/2024,interest,9999227,"INSURED CASH ACCOUNT 093024        3,768 AS OF 2024-09-30 00:00:00",-,-,	$1.2,cash,Bond Portfolio,56005516
8/30/2024,reinvest interest,9999227,INSURED CASH ACCOUNT,-,-,	-$1.43,cash,Bond Portfolio,56005516
8/30/2024,interest,9999227,"INSURED CASH ACCOUNT 083024        3,767 AS OF 2024-08-30 00:00:00",-,-,	$1.43,cash,Bond Portfolio,56005516
8/19/2024,ica transfer,9999227,INSURED CASH ACCOUNT,-,-,	$825,cash,Bond Portfolio,56005516
8/19/2024,journal,CASH,INCOME DISTRIBUTION TRF TO AC#252740151,-,-,	-$825,cash,Bond Portfolio,56005516
8/01/2024,interest,542433VL8,"LONG BCH CA UNI SCH DIST ELECT 2008 SER F B/E CPN  4.000% DUE 08/01/32 DTD 09/05/19 FC 02/01/20 080124      10,000 AS OF 2024-08-01 00:00:00",-,-,	$200,cash,Bond Portfolio,56005516
8/01/2024,interest,692039PG9,"OXNARD CA UN HIGH SCH DIST RFDG B/E CPN  5.000% DUE 08/01/29 DTD 12/21/17 FC 02/01/18 080124      15,000 AS OF 2024-08-01 00:00:00",-,-,	$375,cash,Bond Portfolio,56005516
8/01/2024,ica transfer,9999227,INSURED CASH ACCOUNT,-,-,	-$825,cash,Bond Portfolio,56005516
8/01/2024,interest,870462SA7,"SWEETWATER CA UN HIGH SCH DIST RFDG AGM B/E PTC CPN  5.000% DUE 08/01/32 DTD 03/24/16 FC 08/01/16 080124      10,000 AS OF 2024-08-01 00:00:00",-,-,	$250,cash,Bond Portfolio,56005516
7/31/2024,reinvest interest,9999227,INSURED CASH ACCOUNT,-,-,	-$1.81,cash,Bond Portfolio,56005516
7/31/2024,interest,9999227,"INSURED CASH ACCOUNT 073124        3,765 AS OF 2024-07-31 00:00:00",-,-,	$1.81,cash,Bond Portfolio,56005516
7/19/2024,ica transfer,9999227,INSURED CASH ACCOUNT,-,-,	$2625,cash,Bond Portfolio,56005516
7/19/2024,journal,CASH,INCOME DISTRIBUTION TRF TO AC#252740151,-,-,	-$2625,cash,Bond Portfolio,56005516
7/10/2024,ica transfer,9999227,INSURED CASH ACCOUNT,-,-,	$423.1,cash,Bond Portfolio,56005516
7/09/2024,fee,CASH,ADVISORY FEE,-,-,	-$423.1,cash,Bond Portfolio,56005516
7/01/2024,interest,544525ZV3,"LOS ANGELES CA DPT WTR & PWR WTRWKS REV SYS BDS SER C B/E CPN  5.000% DUE 07/01/35 DTD 01/05/21 FC 07/01/21 070124      15,000 AS OF 2024-07-01 00:00:00",-,-,	$375,cash,Bond Portfolio,56005516
7/01/2024,interest,544647CE8,"LOS ANGELES CA UNI SCH DIST RFDG SER A B/E CPN  5.000% DUE 07/01/26 DTD 10/06/20 FC 01/01/21 070124      15,000 AS OF 2024-07-01 00:00:00",-,-,	$375,cash,Bond Portfolio,56005516
7/01/2024,ica transfer,9999227,INSURED CASH ACCOUNT,-,-,	-$2625,cash,Bond Portfolio,56005516
